Project,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count.1, CASE  WHEN Count Type = 'Counted Live' THEN 'Counted' ELSE Count Type END,Method
George River Escapement,2018,09/04,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2018,09/05,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2018,09/06,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2018,09/07,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2018,09/08,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2018,09/09,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2018,09/10,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2018,09/11,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2018,09/12,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2018,09/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2018,09/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2018,09/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2018,09/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2018,09/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2018,09/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2018,09/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2018,09/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,06/15,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2019,06/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,06/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,06/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,06/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,06/20,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2019,06/21,George River,Chinook,19.0,19.0,Counted,Weir
George River Escapement,2019,06/22,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2019,06/23,George River,Chinook,52.0,52.0,Counted,Weir
George River Escapement,2019,06/24,George River,Chinook,112.0,112.0,Counted,Weir
George River Escapement,2019,06/25,George River,Chinook,202.0,202.0,Counted,Weir
George River Escapement,2019,06/26,George River,Chinook,20.0,20.0,Counted,Weir
George River Escapement,2019,06/27,George River,Chinook,392.0,392.0,Counted,Weir
George River Escapement,2019,06/28,George River,Chinook,54.0,54.0,Counted,Weir
George River Escapement,2019,06/29,George River,Chinook,41.0,41.0,Counted,Weir
George River Escapement,2019,06/30,George River,Chinook,93.0,93.0,Counted,Weir
George River Escapement,2019,07/01,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2019,07/02,George River,Chinook,23.0,23.0,Counted,Weir
George River Escapement,2019,07/03,George River,Chinook,129.0,129.0,Counted,Weir
George River Escapement,2019,07/04,George River,Chinook,148.0,148.0,Counted,Weir
George River Escapement,2019,07/05,George River,Chinook,121.0,121.0,Counted,Weir
George River Escapement,2019,07/06,George River,Chinook,274.0,274.0,Counted,Weir
George River Escapement,2019,07/07,George River,Chinook,79.0,79.0,Counted,Weir
George River Escapement,2019,07/08,George River,Chinook,249.0,249.0,Counted,Weir
George River Escapement,2019,07/09,George River,Chinook,172.0,172.0,Counted,Weir
George River Escapement,2019,07/10,George River,Chinook,115.0,115.0,Counted,Weir
George River Escapement,2019,07/11,George River,Chinook,55.0,55.0,Counted,Weir
George River Escapement,2019,07/12,George River,Chinook,204.0,204.0,Counted,Weir
George River Escapement,2019,07/13,George River,Chinook,151.0,151.0,Counted,Weir
George River Escapement,2019,07/14,George River,Chinook,59.0,59.0,Counted,Weir
George River Escapement,2019,07/15,George River,Chinook,122.0,122.0,Estimated,Weir
George River Escapement,2019,07/16,George River,Chinook,142.0,142.0,Estimated,Weir
George River Escapement,2019,07/17,George River,Chinook,96.0,96.0,Estimated,Weir
George River Escapement,2019,07/18,George River,Chinook,87.0,87.0,Estimated,Weir
George River Escapement,2019,07/19,George River,Chinook,24.0,24.0,Counted,Weir
George River Escapement,2019,07/20,George River,Chinook,54.0,54.0,Counted,Weir
George River Escapement,2019,07/21,George River,Chinook,61.0,61.0,Counted,Weir
George River Escapement,2019,07/22,George River,Chinook,93.0,93.0,Counted,Weir
George River Escapement,2019,07/23,George River,Chinook,80.0,80.0,Counted,Weir
George River Escapement,2019,07/24,George River,Chinook,43.0,43.0,Counted,Weir
George River Escapement,2019,07/25,George River,Chinook,10.0,10.0,Counted,Weir
George River Escapement,2019,07/26,George River,Chinook,21.0,21.0,Counted,Weir
George River Escapement,2019,07/27,George River,Chinook,25.0,25.0,Counted,Weir
George River Escapement,2019,07/28,George River,Chinook,17.0,17.0,Counted,Weir
George River Escapement,2019,07/29,George River,Chinook,20.0,20.0,Counted,Weir
George River Escapement,2019,07/30,George River,Chinook,16.0,16.0,Counted,Weir
George River Escapement,2019,07/31,George River,Chinook,27.0,27.0,Counted,Weir
George River Escapement,2019,08/01,George River,Chinook,14.0,14.0,Counted,Weir
George River Escapement,2019,08/02,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2019,08/03,George River,Chinook,22.0,22.0,Estimated,Weir
George River Escapement,2019,08/04,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2019,08/05,George River,Chinook,11.0,11.0,Counted,Weir
George River Escapement,2019,08/06,George River,Chinook,15.0,15.0,Counted,Weir
George River Escapement,2019,08/07,George River,Chinook,10.0,10.0,Counted,Weir
George River Escapement,2019,08/08,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2019,08/09,George River,Chinook,8.0,8.0,Counted,Weir
George River Escapement,2019,08/10,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,08/11,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2019,08/12,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,08/13,George River,Chinook,2.0,2.0,Estimated,Weir
George River Escapement,2019,08/14,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2019,08/15,George River,Chinook,2.0,2.0,Estimated,Weir
George River Escapement,2019,08/16,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2019,08/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,08/18,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2019,08/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,08/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,08/21,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,08/22,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2019,08/23,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,08/24,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,08/25,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2019,08/26,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,08/27,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,08/28,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2019,08/29,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,08/30,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,08/31,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/01,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/02,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2019,09/03,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/04,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/05,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/06,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/07,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/08,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/09,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/10,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/11,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/12,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2019,09/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,06/15,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2020,06/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,06/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,06/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,06/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,06/20,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2020,06/21,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2020,06/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,06/23,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,06/24,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,06/25,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2020,06/26,George River,Chinook,10.0,10.0,Counted,Weir
George River Escapement,2020,06/27,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2020,06/28,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,06/29,George River,Chinook,10.0,10.0,Counted,Weir
George River Escapement,2020,06/30,George River,Chinook,8.0,8.0,Counted,Weir
George River Escapement,2020,07/01,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2020,07/02,George River,Chinook,16.0,16.0,Counted,Weir
George River Escapement,2020,07/03,George River,Chinook,94.0,94.0,Counted,Weir
George River Escapement,2020,07/04,George River,Chinook,31.0,31.0,Counted,Weir
George River Escapement,2020,07/05,George River,Chinook,133.0,133.0,Counted,Weir
George River Escapement,2020,07/06,George River,Chinook,60.0,60.0,Counted,Weir
George River Escapement,2020,07/07,George River,Chinook,12.0,12.0,Counted,Weir
George River Escapement,2020,07/08,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2020,07/09,George River,Chinook,25.0,25.0,Counted,Weir
George River Escapement,2020,07/10,George River,Chinook,190.0,190.0,Counted,Weir
George River Escapement,2020,07/11,George River,Chinook,215.0,215.0,Counted,Weir
George River Escapement,2020,07/12,George River,Chinook,199.0,199.0,Counted,Weir
George River Escapement,2020,07/13,George River,Chinook,219.0,219.0,Counted,Weir
George River Escapement,2020,07/14,George River,Chinook,112.0,112.0,Counted,Weir
George River Escapement,2020,07/15,George River,Chinook,209.0,209.0,Counted,Weir
George River Escapement,2020,07/16,George River,Chinook,57.0,57.0,Counted,Weir
George River Escapement,2020,07/17,George River,Chinook,112.0,112.0,Counted,Weir
George River Escapement,2020,07/18,George River,Chinook,77.0,77.0,Counted,Weir
George River Escapement,2020,07/19,George River,Chinook,84.0,84.0,Counted,Weir
George River Escapement,2020,07/20,George River,Chinook,68.0,68.0,Counted,Weir
George River Escapement,2020,07/21,George River,Chinook,27.0,27.0,Counted,Weir
George River Escapement,2020,07/22,George River,Chinook,44.0,44.0,Counted,Weir
George River Escapement,2020,07/23,George River,Chinook,44.0,44.0,Counted,Weir
George River Escapement,2020,07/24,George River,Chinook,62.0,62.0,Counted,Weir
George River Escapement,2020,07/25,George River,Chinook,42.0,42.0,Counted,Weir
George River Escapement,2020,07/26,George River,Chinook,29.0,29.0,Counted,Weir
George River Escapement,2020,07/27,George River,Chinook,30.0,30.0,Counted,Weir
George River Escapement,2020,07/28,George River,Chinook,12.0,12.0,Counted,Weir
George River Escapement,2020,07/29,George River,Chinook,22.0,22.0,Counted,Weir
George River Escapement,2020,07/30,George River,Chinook,15.0,15.0,Counted,Weir
George River Escapement,2020,07/31,George River,Chinook,19.0,19.0,Counted,Weir
George River Escapement,2020,08/01,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2020,08/02,George River,Chinook,20.0,20.0,Counted,Weir
George River Escapement,2020,08/03,George River,Chinook,14.0,14.0,Counted,Weir
George River Escapement,2020,08/04,George River,Chinook,10.0,10.0,Counted,Weir
George River Escapement,2020,08/05,George River,Chinook,9.0,9.0,Counted,Weir
George River Escapement,2020,08/06,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2020,08/07,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2020,08/08,George River,Chinook,8.0,8.0,Counted,Weir
George River Escapement,2020,08/09,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2020,08/10,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2020,08/11,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2020,08/12,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2020,08/13,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2020,08/14,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2020,08/15,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2020,08/16,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2020,08/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,08/18,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2020,08/19,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2020,08/20,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2020,08/21,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2020,08/22,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2020,08/23,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,08/24,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,08/25,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,08/26,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,08/27,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,08/28,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2020,08/29,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,08/30,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,08/31,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/01,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/02,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/03,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/04,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/05,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/06,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/07,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/08,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/09,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/10,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/11,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/12,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2020,09/19,George River,Chinook,,,No Data,Weir
George River Escapement,2020,09/20,George River,Chinook,,,No Data,Weir
George River Escapement,2021,06/15,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2021,06/16,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2021,06/17,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2021,06/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,06/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,06/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,06/21,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2021,06/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,06/23,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2021,06/24,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2021,06/25,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,06/26,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2021,06/27,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,06/28,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2021,06/29,George River,Chinook,12.0,12.0,Counted,Weir
George River Escapement,2021,06/30,George River,Chinook,32.0,32.0,Counted,Weir
George River Escapement,2021,07/01,George River,Chinook,28.0,28.0,Counted,Weir
George River Escapement,2021,07/02,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2021,07/03,George River,Chinook,65.0,65.0,Counted,Weir
George River Escapement,2021,07/04,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2021,07/05,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2021,07/06,George River,Chinook,121.0,121.0,Counted,Weir
George River Escapement,2021,07/07,George River,Chinook,90.0,90.0,Counted,Weir
George River Escapement,2021,07/08,George River,Chinook,15.0,15.0,Counted,Weir
George River Escapement,2021,07/09,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2021,07/10,George River,Chinook,324.0,324.0,Counted,Weir
George River Escapement,2021,07/11,George River,Chinook,86.0,86.0,Counted,Weir
George River Escapement,2021,07/12,George River,Chinook,73.0,73.0,Counted,Weir
George River Escapement,2021,07/13,George River,Chinook,221.0,221.0,Counted,Weir
George River Escapement,2021,07/14,George River,Chinook,202.0,202.0,Counted,Weir
George River Escapement,2021,07/15,George River,Chinook,216.0,216.0,Counted,Weir
George River Escapement,2021,07/16,George River,Chinook,53.0,53.0,Counted,Weir
George River Escapement,2021,07/17,George River,Chinook,184.0,184.0,Counted,Weir
George River Escapement,2021,07/18,George River,Chinook,248.0,248.0,Counted,Weir
George River Escapement,2021,07/19,George River,Chinook,101.0,101.0,Counted,Weir
George River Escapement,2021,07/20,George River,Chinook,205.0,205.0,Counted,Weir
George River Escapement,2021,07/21,George River,Chinook,47.0,47.0,Counted,Weir
George River Escapement,2021,07/22,George River,Chinook,93.0,93.0,Counted,Weir
George River Escapement,2021,07/23,George River,Chinook,68.0,68.0,Counted,Weir
George River Escapement,2021,07/24,George River,Chinook,25.0,25.0,Counted,Weir
George River Escapement,2021,07/25,George River,Chinook,19.0,19.0,Counted,Weir
George River Escapement,2021,07/26,George River,Chinook,44.0,44.0,Counted,Weir
George River Escapement,2021,07/27,George River,Chinook,46.0,46.0,Counted,Weir
George River Escapement,2021,07/28,George River,Chinook,69.0,69.0,Counted,Weir
George River Escapement,2021,07/29,George River,Chinook,21.0,21.0,Counted,Weir
George River Escapement,2021,07/30,George River,Chinook,50.0,50.0,Counted,Weir
George River Escapement,2021,07/31,George River,Chinook,20.0,20.0,Counted,Weir
George River Escapement,2021,08/01,George River,Chinook,16.0,16.0,Counted,Weir
George River Escapement,2021,08/02,George River,Chinook,19.0,19.0,Counted,Weir
George River Escapement,2021,08/03,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2021,08/04,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2021,08/05,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2021,08/06,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2021,08/07,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2021,08/08,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2021,08/09,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2021,08/10,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2021,08/11,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2021,08/12,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2021,08/13,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2021,08/14,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2021,08/15,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2021,08/16,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2021,08/17,George River,Chinook,9.0,9.0,Counted,Weir
George River Escapement,2021,08/18,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2021,08/19,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2021,08/20,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2021,08/21,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2021,08/22,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2021,08/23,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2021,08/24,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2021,08/25,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,08/26,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,08/27,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2021,08/28,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,08/29,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,08/30,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,08/31,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/01,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/02,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/03,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/04,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/05,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/06,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/07,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/08,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/09,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/10,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/11,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/12,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2021,09/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2022,06/15,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2022,06/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2022,06/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2022,06/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2022,06/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2022,06/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2022,06/21,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2022,06/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2022,06/23,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2022,06/24,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2022,06/25,George River,Chinook,9.0,9.0,Counted,Weir
George River Escapement,2022,06/26,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2022,06/27,George River,Chinook,12.0,12.0,Counted,Weir
George River Escapement,2022,06/28,George River,Chinook,25.0,25.0,Counted,Weir
George River Escapement,2022,06/29,George River,Chinook,84.0,84.0,Counted,Weir
George River Escapement,2022,06/30,George River,Chinook,55.0,55.0,Counted,Weir
George River Escapement,2022,07/01,George River,Chinook,140.0,140.0,Counted,Weir
George River Escapement,2022,07/02,George River,Chinook,190.0,190.0,Counted,Weir
George River Escapement,2022,07/03,George River,Chinook,72.0,72.0,Counted,Weir
George River Escapement,2022,07/04,George River,Chinook,195.0,195.0,Counted,Weir
George River Escapement,2022,07/05,George River,Chinook,316.0,316.0,Counted,Weir
George River Escapement,2022,07/06,George River,Chinook,461.0,461.0,Counted,Weir
George River Escapement,2022,07/07,George River,Chinook,82.0,82.0,Counted,Weir
George River Escapement,2022,07/08,George River,Chinook,417.0,417.0,Counted,Weir
George River Escapement,2022,07/09,George River,Chinook,227.0,227.0,Counted,Weir
George River Escapement,2022,07/10,George River,Chinook,534.0,534.0,Counted,Weir
George River Escapement,2022,07/11,George River,Chinook,280.0,280.0,Counted,Weir
George River Escapement,2022,07/12,George River,Chinook,177.0,177.0,Counted,Weir
George River Escapement,2022,07/13,George River,Chinook,82.0,82.0,Counted,Weir
George River Escapement,2022,07/14,George River,Chinook,118.0,118.0,Counted,Weir
George River Escapement,2022,07/15,George River,Chinook,51.0,51.0,Counted,Weir
George River Escapement,2022,07/16,George River,Chinook,34.0,34.0,Counted,Weir
George River Escapement,2022,07/17,George River,Chinook,85.0,85.0,Counted,Weir
George River Escapement,2022,07/18,George River,Chinook,67.0,67.0,Counted,Weir
George River Escapement,2022,07/19,George River,Chinook,43.0,43.0,Counted,Weir
George River Escapement,2022,07/20,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2022,07/21,George River,Chinook,25.0,25.0,Counted,Weir
George River Escapement,2022,07/22,George River,Chinook,29.0,29.0,Counted,Weir
George River Escapement,2022,07/23,George River,Chinook,83.0,83.0,Counted,Weir
George River Escapement,2022,07/24,George River,Chinook,16.0,16.0,Counted,Weir
George River Escapement,2022,07/25,George River,Chinook,86.0,86.0,Counted,Weir
George River Escapement,2022,07/26,George River,Chinook,18.0,18.0,Counted,Weir
George River Escapement,2022,07/27,George River,Chinook,22.0,22.0,Counted,Weir
George River Escapement,2022,07/28,George River,Chinook,30.0,30.0,Counted,Weir
George River Escapement,2022,07/29,George River,Chinook,40.0,40.0,Counted,Weir
George River Escapement,2022,07/30,George River,Chinook,11.0,11.0,Counted,Weir
George River Escapement,2022,07/31,George River,Chinook,8.0,8.0,Counted,Weir
George River Escapement,2022,08/01,George River,Chinook,20.0,20.0,Counted,Weir
George River Escapement,2022,08/02,George River,Chinook,14.0,14.0,Counted,Weir
George River Escapement,2022,08/03,George River,Chinook,15.0,15.0,Counted,Weir
George River Escapement,2022,08/04,George River,Chinook,14.0,14.0,Counted,Weir
George River Escapement,2022,08/05,George River,Chinook,10.0,10.0,Counted,Weir
George River Escapement,2022,08/06,George River,Chinook,16.0,16.0,Counted,Weir
George River Escapement,2022,08/07,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2022,08/08,George River,Chinook,16.0,16.0,Counted,Weir
